Classifier,MLP n=40
Mean Fit Time,71.33575286865235
Mean Score Time,0.07573771476745605
Mean Train Accuracy,0.6481867283950618
Mean Test Accuracy,0.6361111111111111
Mean Train F1,0.6473968782509707
Mean Test F1,0.6349863862606268
Mean Train Neg Log Loss,-0.6229393890381416
Mean Test Neg Log Loss,-0.6389445302425407
