Classifier,MLP n=40
Mean Fit Time,138.28167684078215
Mean Score Time,0.1349170446395874
Mean Train Accuracy,0.9252700617283951
Mean Test Accuracy,0.8645833333333334
Mean Train F1,0.9252650771867008
Mean Test F1,0.8645323753081116
Mean Train Neg Log Loss,-0.225218517373297
Mean Test Neg Log Loss,-0.33171217309569456
