Classifier,MLP n=10
Mean Fit Time,101.15127172470093
Mean Score Time,0.11385219097137451
Mean Train Accuracy,0.8979938271604938
Mean Test Accuracy,0.8482638888888889
Mean Train F1,0.8979861704948247
Mean Test F1,0.848202972410016
Mean Train Neg Log Loss,-0.2723215017233032
Mean Test Neg Log Loss,-0.3570328212799058
