Classifier,RFC n=50
Mean Fit Time,23.37629473209381
Mean Score Time,0.10708980560302735
Mean Train Accuracy,1.0
Mean Test Accuracy,0.840625
Mean Train F1,1.0
Mean Test F1,0.8406011318066436
Mean Train Neg Log Loss,-0.08357309550733164
Mean Test Neg Log Loss,-0.3765163222734387
