Classifier,RFC n=10
Mean Fit Time,5.582016563415527
Mean Score Time,0.07427310943603516
Mean Train Accuracy,0.9975694444444445
Mean Test Accuracy,0.8270833333333334
Mean Train F1,0.9975694428193369
Mean Test F1,0.8270525356813957
Mean Train Neg Log Loss,-0.15998440407451245
Mean Test Neg Log Loss,-0.4305851970676488
