Classifier,RFC n=20
Mean Fit Time,1.4612836837768555
Mean Score Time,0.06224396228790283
Mean Train Accuracy,0.9128086419753088
Mean Test Accuracy,0.6715277777777778
Mean Train F1,0.9124115402952366
Mean Test F1,0.6708856099411212
Mean Train Neg Log Loss,-0.39153220342334605
Mean Test Neg Log Loss,-0.6066291274914886
