Classifier,MLP n=50
Mean Fit Time,112.94960350990296
Mean Score Time,0.12817838191986083
Mean Train Accuracy,0.908449074074074
Mean Test Accuracy,0.8552083333333332
Mean Train F1,0.9084406960857878
Mean Test F1,0.8551645961873422
Mean Train Neg Log Loss,-0.25731339379949647
Mean Test Neg Log Loss,-0.35854659581696524
