Classifier,RFC n=10
Mean Fit Time,3.69683997631073
Mean Score Time,0.058661913871765135
Mean Train Accuracy,0.9984953703703704
Mean Test Accuracy,0.8277777777777777
Mean Train F1,0.9984953683432879
Mean Test F1,0.8276912645975874
Mean Train Neg Log Loss,-0.15587801306245935
Mean Test Neg Log Loss,-0.42762329482159106
