Classifier,MLP n=250
Mean Fit Time,157.0510551929474
Mean Score Time,0.09697229862213134
Mean Train Accuracy,0.9263503086419753
Mean Test Accuracy,0.8746527777777777
Mean Train F1,0.9263416496912693
Mean Test F1,0.8745791642973503
Mean Train Neg Log Loss,-0.22064244962272278
Mean Test Neg Log Loss,-0.3203005420543468
