Classifier,MLP n=50
Mean Fit Time,135.0949193239212
Mean Score Time,0.13557522296905516
Mean Train Accuracy,0.9149305555555556
Mean Test Accuracy,0.8666666666666666
Mean Train F1,0.9149181176597955
Mean Test F1,0.8665935864562154
Mean Train Neg Log Loss,-0.24156627843452078
Mean Test Neg Log Loss,-0.33027076383143605
