Classifier,RFC n=5
Mean Fit Time,1.8768533229827882
Mean Score Time,0.0493776798248291
Mean Train Accuracy,0.9936342592592592
Mean Test Accuracy,0.8090277777777779
Mean Train F1,0.9936342429908688
Mean Test F1,0.8088451572607298
Mean Train Neg Log Loss,-0.23962812274638368
Mean Test Neg Log Loss,-0.4776634179358121
