Classifier,RFC n=30
Mean Fit Time,15.429321312904358
Mean Score Time,0.10288124084472657
Mean Train Accuracy,0.9999614197530864
Mean Test Accuracy,0.8399305555555555
Mean Train F1,0.999961419747344
Mean Test F1,0.8398320387135823
Mean Train Neg Log Loss,-0.0924228589933698
Mean Test Neg Log Loss,-0.3817924822445829
