Classifier,MLP n=40
Mean Fit Time,110.26998765468598
Mean Score Time,0.11720774173736573
Mean Train Accuracy,0.9174382716049383
Mean Test Accuracy,0.8628472222222221
Mean Train F1,0.9174331973326014
Mean Test F1,0.8627728395220753
Mean Train Neg Log Loss,-0.2437774036466267
Mean Test Neg Log Loss,-0.3455062616038682
