Classifier,MLP n=10
Mean Fit Time,140.78555901050566
Mean Score Time,0.11699647903442383
Mean Train Accuracy,0.9118441358024691
Mean Test Accuracy,0.8649305555555555
Mean Train F1,0.9118422855235628
Mean Test F1,0.8648067025807945
Mean Train Neg Log Loss,-0.2508404183940639
Mean Test Neg Log Loss,-0.3361462073695388
