Classifier,MLP n=30
Mean Fit Time,96.12876083850861
Mean Score Time,0.11402177810668945
Mean Train Accuracy,0.9099537037037038
Mean Test Accuracy,0.8572916666666666
Mean Train F1,0.9099458549234974
Mean Test F1,0.8571861724033975
Mean Train Neg Log Loss,-0.25462657526820054
Mean Test Neg Log Loss,-0.35400071018545437
