Classifier,MLP n=30
Mean Fit Time,78.08753917217254
Mean Score Time,0.07003583908081054
Mean Train Accuracy,0.6476466049382716
Mean Test Accuracy,0.6333333333333334
Mean Train F1,0.6466027274461895
Mean Test F1,0.6321321166552025
Mean Train Neg Log Loss,-0.6264427741850134
Mean Test Neg Log Loss,-0.6451167888286025
