Classifier,MLP n=50
Mean Fit Time,48.00149269104004
Mean Score Time,0.06704216003417969
Mean Train Accuracy,0.6466435185185186
Mean Test Accuracy,0.63125
Mean Train F1,0.6455188305214095
Mean Test F1,0.6296783670344394
Mean Train Neg Log Loss,-0.6260954823900562
Mean Test Neg Log Loss,-0.6432188607189149
