Classifier,MLP n=20
Mean Fit Time,69.91271986961365
Mean Score Time,0.06549611091613769
Mean Train Accuracy,0.6430941358024691
Mean Test Accuracy,0.6302083333333333
Mean Train F1,0.6419853679431874
Mean Test F1,0.6288114396270779
Mean Train Neg Log Loss,-0.6282798595998452
Mean Test Neg Log Loss,-0.64428186478437
