Classifier,RFC n=30
Mean Fit Time,2.1365866661071777
Mean Score Time,0.07391526699066162
Mean Train Accuracy,0.9140432098765434
Mean Test Accuracy,0.6729166666666666
Mean Train F1,0.9136668258849234
Mean Test F1,0.6720841519272197
Mean Train Neg Log Loss,-0.373103709531744
Mean Test Neg Log Loss,-0.6031970490857841
