Classifier,MLP n=30
Mean Fit Time,74.17763481140136
Mean Score Time,0.10560133457183837
Mean Train Accuracy,0.9162422839506172
Mean Test Accuracy,0.8690972222222222
Mean Train F1,0.9162321920361123
Mean Test F1,0.8690224905503312
Mean Train Neg Log Loss,-0.24118094965993353
Mean Test Neg Log Loss,-0.332459933316673
