Classifier,MLP n=250
Mean Fit Time,68.5386381149292
Mean Score Time,0.08087971210479736
Mean Train Accuracy,0.6540895061728395
Mean Test Accuracy,0.6357638888888888
Mean Train F1,0.6531475542229319
Mean Test F1,0.634555558952884
Mean Train Neg Log Loss,-0.616192058381111
Mean Test Neg Log Loss,-0.635790009930909
